text,AC,ACP,label
"The menu was impressive with selections ranging from a burger, to steak, to escargot.",food,positive,3.0
"Anyway, the food is good, the price is right and they have a decent wine list.",food,positive,3.0
"They do cater to American palates, but if you like it hot let them know and they are more than willing to oblige!",food,positive,3.0
"If you are someone who appreciates the same things but hope to have food to spare or share, Kai may not be the best option.",food,neutral,2.0
The service is outstanding and my crab-cake eggs benedict could not have been better.,food,positive,3.0
"Also, because it is so thin, it gets cold very quickly and its not that filling.",food,negative,1.0
"Having not been home in the last 2 years may skew this reviewer a bit, but the food was tasty and spicy sans the oil that comes floating along at similar venues.",food,positive,3.0
The dim sum here is only so-so.,food,neutral,2.0
I'm still mad that i had to pay for lousy food.,food,negative,1.0
And you're hungry a few hours later.,food,neutral,2.0
The only thing I moderately enjoyed was their Grilled Chicken special with Edamame Puree.,food,neutral,2.0
The parathas and kebabs are made when ordered ensuring a level of freshness that is unsurpassed.,food,positive,3.0
The noodle and rices dishes taste great.,food,positive,3.0
We won't go to this place again for a good meal.,food,negative,1.0
it's the only place you can get yummy authentic japanese comfort food.,food,positive,3.0
"The wine list isn't great, and the desserts are shipped in from Bruno's down the street, which is not as good as it used to be.",food,negative,1.0
"Three page wine menu, one page entree and horedevous.",food,positive,3.0
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.,food,positive,3.0
Sushi wasn't anything spectacular for the price.,food,neutral,2.0
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,food,positive,3.0
I just wonder how you can have such a delicious meal for such little money.,food,positive,3.0
too large for just two people but nothing was left.,food,positive,3.0
"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list.",food,positive,3.0
I would have gotten some cole slaw and a knish if my stomach had more space.,food,positive,3.0
Right off the L in Brooklyn this is a nice cozy place with good pizza.,food,positive,3.0
The best burger I have had in the Village.,food,positive,3.0
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",food,positive,3.0
The food was delicious and the waiter was incredibly helpful and attentive (considering we were the only ones there for the first hour).,food,positive,3.0
Their whitefish salad is excellent--all whitefish with a little mayo.,food,positive,3.0
The garlic mashed potatoes are hands down the best in the city!,food,positive,3.0
It was divine melts in your mouth.,food,positive,3.0
"What is even better, is that the prices are very affordable as well, and the food is really good.",food,positive,3.0
The food is great and reasonably priced.,food,positive,3.0
I would definitely go back -- if only for some of those exotic martinis on the blackboard.,food,positive,3.0
Great Indian food and the service is incredible.,food,positive,3.0
"The dinner was ok, nothing I would have again.",food,negative,1.0
I cannot imagine better Indian food in all of the city.,food,positive,3.0
"This place has good potential, but needs a significant amount of work before we can justify spending that much money on indian food you can get everywhere else.",food,neutral,2.0
"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables.",food,positive,3.0
"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time",food,positive,3.0
"Furthermore, the rice had no seasoning, so the sushi was bland and disgusting.",food,negative,1.0
"The Pastrami sandwich was like buttah and with pickles and an icy cold beer to wash it down, it was a pleasurable experience.",food,positive,3.0
Food is great and inexpensive.,food,positive,3.0
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.,food,positive,3.0
"We a menu that rearely changes,e xcept for one or two specials, the quality and care they put in thier food in evident.",food,positive,3.0
very good breads as well.,food,positive,3.0
"Delicate spices, onions, eggs and a kick-ass roti.",food,positive,3.0
"My goodness, everything from the fish to the rice to the seaweed was absolutely amazing.",food,positive,3.0
"While the place is not a hotspot hangout, the drinks are unique and pack a lot of bang for the buck.",food,positive,3.0
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,food,positive,3.0
"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",food,positive,3.0
Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.,food,positive,3.0
And the fried clams had just enough kick to them to make 'em worth eating.,food,positive,3.0
The Thai food is good.,food,positive,3.0
"The food is decent at best, and the ambience, well, it's a matter of opinion, some may consider it to be a sweet thing, I thought it was just annoying.",food,neutral,2.0
It won't break the bank but I also wouldnt come back for the food.,food,negative,1.0
"Most importantly, food is excellent.",food,positive,3.0
The food is prepared quickly and efficiently.,food,positive,3.0
I had a huge pastrami sandwich on a roll.,food,positive,3.0
"While we enjoyed the food, we were highly disappointed by the poor service (waiter was not quite competent and SLOW service) and lack of remorse.",food,positive,3.0
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.,food,negative,1.0
Tried the pad see ew on the recommendation of the last reviewer since it's one of my favorite dishes.,food,neutral,2.0
What came to our table was burned beyond recognition and stringy.,food,negative,1.0
I had the best ravioli ever.,food,positive,3.0
"The food, served in small tasting portions (as an option) is very good with each dish being better than the next.",food,positive,3.0
Stick to the gulab jamun.,food,positive,3.0
"The food is amazing, rich pastas and fresh doughy pizza.",food,positive,3.0
"Orsay, is a very pleasnt throw back to traditional French food, and French service as well.",food,positive,3.0
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",food,positive,3.0
"The food was terrific and the service classy, attentive, without being overbearing.",food,positive,3.0
They even have a section in the menu called American Chinese food!,food,negative,1.0
Go to Volare for 1st class service and terrific food.,food,positive,3.0
We ended the dinner with a surprisingly light and flaky apple tarte tatin.,food,positive,3.0
At the end you're left with a mild broth with noodles that you can slurp out of a cup.,food,positive,3.0
The food was great and the service was even better.,food,positive,3.0
"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner...",food,positive,3.0
The spicy tuna and salmon are the best we've ever had.,food,positive,3.0
"Largest and freshest pieces of sushi, and delicious!",food,positive,3.0
Not impressed with the food.,food,negative,1.0
"The combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in NY.",food,positive,3.0
"Excellent atmosphere, delicious dishes good and friendly service.",food,positive,3.0
.the best I've found outside of the Chinatown masters.,food,positive,3.0
All the pastas are fantastic and the homemade lasagna is some of the best that I have had in the City.,food,positive,3.0
They were such a rip-off ($8.95 for four small meat patties in steamed buns) and not worth trying.,food,negative,1.0
I really recommend the very simple Unda (Egg) rolls.,food,positive,3.0
We also had shared a house salad that was fresh.,food,positive,3.0
"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",food,positive,3.0
The service was attentive without being overbearing and each dish we tried was wonderful from the spring rolls to the cod with pineapple tempura.,food,positive,3.0
"If your favorite Chinese food is General Tao chicken, then this is NOT your place.",food,negative,1.0
"Everything we had was pretty good, but we have only been there once.",food,positive,3.0
Dahkin also offers prix fixe lunch and buffet.,food,neutral,2.0
My friend got the mushroom pizza which tasted better.,food,positive,3.0
"He not only makes his own homemade mozzarella, but every pie is ultra fresh.",food,positive,3.0
"More important, the sushi rivals the best in Tokyo.",food,positive,3.0
They've the best desserts and mixed drinks as well as snack foods.,food,positive,3.0
"Everything is excellent, the menu is quite extensive, and you eat with a view on both sides of the city.",food,positive,3.0
As always we had a great glass of wine while we waited.,food,positive,3.0
The food was exceptional.,food,positive,3.0
"That is a problem since we paid about 20 bucks a dish, and had to order 5 dishes to get a decent taste.",food,negative,1.0
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",food,positive,3.0
"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",food,positive,3.0
"The food was just OK, I would never go back.",food,neutral,2.0
Try the Pad Se-Ew or Chicken with Cashew Nuts for a memorable and repeatable experience.,food,positive,3.0
"For all of you new to Indian food, try the Paneer Roll, it is a piece of heaven.",food,positive,3.0
"Saul is pretty good, but definitely not great.",food,positive,3.0
"From the entrees to the sides to the drinks, everything was creatively prepared yet still simple.",food,positive,3.0
"We figured we never had Argentinian Pizza before so we grabbed our lunch there, sharing a large Pelligrino, a pizza of two of their specials, one was goat cheese the other blue cheese, and both were excellent.",food,positive,3.0
I love and I know gourmet food by excellence!,food,positive,3.0
Every course was better than the next.,food,positive,3.0
"Trust me, it will be great, and all of it will be devoured in no time.",food,positive,3.0
"Great food, great decor, great service.",food,positive,3.0
it's a perfect place to have a amanzing indian food.,food,positive,3.0
Someone else recommended the dessert - we also left that.,food,negative,1.0
The food was authentic.,food,positive,3.0
"Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!",food,positive,3.0
The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,positive,3.0
I ate here a week ago and found most dishes average at best and too expensive.,food,negative,1.0
"great eats, good times.",food,positive,3.0
Steamed fresh so brought hot hot hot to your table.,food,positive,3.0
"All the money went into the interior decoration, none of it went to the chefs.",food,negative,1.0
Wonderful strawberry daiquiries as well!,food,positive,3.0
They are the best bagels I've had.,food,positive,3.0
We could only get through an appetizer and cheese fondue.,food,neutral,2.0
"I don't like Indian food too much and this was delicious, however you want to factor that into the equation.",food,positive,3.0
The one vegetarian entree (Abby's treasure) was actually quite a surprise - it was delicious and had wintermelon covering an assortment of fresh mushrooms and vegetables.,food,positive,3.0
"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",food,negative,1.0
(Always ask the bartender for the SEASONAL beer!!!,food,positive,3.0
"For the quality of food, a little too expensive.",food,negative,1.0
"The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.",food,negative,1.0
"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",food,positive,3.0
"We concluded with tiramisu chocolate cake, both were delicious.",food,positive,3.0
The fried rice is amazing here.,food,positive,3.0
I think I've had some the best meals of my life at minnow.,food,positive,3.0
"I plan to come here again and look forward to trying their assortment of bruschetta, panini's.....",food,positive,3.0
Taj Mahal offeres gret value and great food.,food,positive,3.0
"they were dry and disgusting, i didn't even finish my first piece.",food,negative,1.0
It is thick and slightly soggy.,food,negative,1.0
"Aside from the rushed service, we were very impressed with the food and the drinks.",food,positive,3.0
I care more about the food and ambience.,food,neutral,2.0
BE CAREFUL before you request extra spice.,food,neutral,2.0
We ended our great experience by having Gulab Jamun (dessert) recommended by the waiter.,food,positive,3.0
They have a huge selection of different cream cheeses and all of their salads are great.,food,positive,3.0
You should pass on the calamari.,food,negative,1.0
"The food is expensive, but worth every bite.",food,positive,3.0
"$6 and there is much tasty food, all of it fresh and continually refilled.",food,positive,3.0
I had the mango chicken and i can't go on to tell you how delicious that was and the presentation was beatiful.,food,positive,3.0
Ballato's is consistently delicious authentic italian food.,food,positive,3.0
"We all ate pasta entre'es, which were great.",food,positive,3.0
Awsome Pizza especially the Margheritta slice.,food,positive,3.0
"The chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry, inedible chicken with terrible sauce.",food,negative,1.0
"Please try the Filet Mignon, its just the most tender piece ever.",food,positive,3.0
The best thing I tasted were the lambchops.,food,positive,3.0
"The dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of Chinese here).",food,negative,1.0
Did I mention the wine?,food,neutral,2.0
"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission.",food,positive,3.0
No you're going to go back because the food was good.,food,positive,3.0
The portions are large and the servers always surprise us with a different starter.,food,positive,3.0
Good food.,food,positive,3.0
The food was good.,food,positive,3.0
"If you want some roast duck, pork or chicken on rice with ginger, try them out!",food,positive,3.0
"I would recommend Roxy's for that, but not for their food.",food,negative,1.0
The tastes makes your mouth water for more.,food,positive,3.0
"The food is terrible and overall, I would have to say avoid at all costs.",food,negative,1.0
"I recommend their Pad See Ew, Pork Chops or Tofu plates.",food,positive,3.0
"Fresh, authentic, french cuisine in substantial portions.",food,positive,3.0
"The owner is very friendly and a great guy, go try his pizza, you'll like it!",food,positive,3.0
"Over time, the food quality has decreased substantially, it is a lot less crowded than it used to, and the service must definitely be part of the reason.",food,negative,1.0
Good bagels and good cream cheese.,food,positive,3.0
Several of the dim sum orders had about 6-8 pieces.,food,neutral,2.0
I am relatively new to the area and tried Pick a bgel on 2nd and was disappointed with the service and I thought the food was overated and on the pricey side.,food,negative,1.0
The food was lousy - too sweet or too salty and the portions tiny.,food,negative,1.0
"Not the greatest sushi place, but excellent for a $19.95 all you can eat.",food,neutral,2.0
Pick a bagel has the best bagels in the city.,food,positive,3.0
A must for all the Dosa lovers.,food,positive,3.0
"Great food, great prices, great service.",food,positive,3.0
I have never better enjoyed humble root vegetables or a mushroom consomme - and this chef accomplishes without fats.,food,positive,3.0
Try green curry with vegetables.,food,positive,3.0
"I didn't take a look at the rest menu, but the oysters were fantastic.",food,positive,3.0
The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,food,positive,3.0
Other apetizers and food,food,neutral,2.0
"Service is great, takeout is good too.",food,positive,3.0
The quail was fantastic and unique and the pastas were full of flavor.,food,positive,3.0
"The menu changed, portions were even smaller than before, a lentil dish was salty beyond edibility, a basmati rice dish lacked flavor.",food,negative,1.0
The fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty.,food,positive,3.0
The hot and sour soup was unbearably hot and tasted of only pepper and nothing else.,food,negative,1.0
"Great food, good size menu, great service and an unpretensious setting.",food,positive,3.0
We ate at this Thai place following the reviews but very unhappy with the foods.,food,negative,1.0
The food is usually good but it certainly isn't a relaxing place to go.,food,positive,3.0
Tasty but expensive.,food,positive,3.0
"Butter was melted, white wine warm, cheese oozing everywhere.",food,negative,1.0
"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!",food,positive,3.0
Food is excellent.,food,positive,3.0
The food now is inconsistent.,food,negative,1.0
"We actually gave 10% tip (which we have never done despite mediocre food and service), because we felt totally ripped off.",food,neutral,2.0
Decent wine at reasonable prices.,food,positive,3.0
Salads were fantastic.,food,positive,3.0
The food there are sastifying.,food,positive,3.0
"Quite frankly, this is some of the worst sushi I have ever tried.",food,negative,1.0
"Apparently, the good cook works then.",food,positive,3.0
The appetizing is excellent - just as good as Zabars Barney Greengrass at a reasonable price (if bought by the pound).,food,positive,3.0
"The eggplant parmesan is also great, and my friend who grew up in Manhattan claims that no one serves a better baked ziti with meatsauce.",food,positive,3.0
Yeah Shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out.,food,neutral,2.0
so garantuan that you can't fit them in a toaster.,food,positive,3.0
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,food,positive,3.0
The white bean brushetta to start was incredible and the pasta was phenomenal.,food,positive,3.0
"I only tried a simple dish of spinach ravioli in a light oil and garlic sauce, but it actually faired better than most NYC Italian joints I've tried similar dishes at.",food,positive,3.0
They used shredded cheese on top!,food,neutral,2.0
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,food,positive,3.0
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",food,positive,3.0
"Grilled whole fish wonderful, great spicing.",food,positive,3.0
"The puke green walls leave a lot to be desired, but the food is very good.",food,positive,3.0
This food is asian-air fusion.,food,neutral,2.0
"The decor is dark, cool and soothing, while the food's presentation is spectacular, considering the low prices.",food,positive,3.0
Great bagels made the old-fashioned way.,food,positive,3.0
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,food,positive,3.0
The bar has various selections and the mixed drink special is a catcher! 2 for 1's.,food,positive,3.0
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",food,positive,3.0
They couldn't even make a salad that was appealing.,food,negative,1.0
The pizza was great.,food,positive,3.0
Horrible food and Horrible service.,food,negative,1.0
"The atmosphere is unheralded, the service impecible, and the food magnificant.",food,positive,3.0
"To finish off such a delightful dinner experience you must have dessert, especially the White Chocolate Bread Pudding with Gelato and hot chocolate.",food,positive,3.0
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",food,positive,3.0
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",food,negative,1.0
"We went here for lunch a couple of weeks ago on a Saturday, and I was thoroughly impressed with the food.",food,positive,3.0
"Just straight up cheap, good food.",food,positive,3.0
The sake menu should not be overlooked!,food,positive,3.0
Taxan delicious!,food,positive,3.0
"But don't ever order bacon late at nite (either platter or in sandwiches, for that matter don't from any take out place) as it is from the morning frying turns out hard almost like bacos, hurt my molars.",food,negative,1.0
"Average to good Thai food, but terrible delivery.",food,positive,3.0
The pizza here is delicious.,food,positive,3.0
Pizza here is consistently good.,food,positive,3.0
Best Taiwanese food in NY!,food,positive,3.0
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",food,positive,3.0
"my picks are:  - Scallion Pancake (fried with vegetable juice, very special and tasty)  - Guizhou Chicken  - Shredded Squid Family Style (one of my personal favorites)  - Sichuan Spicy Soft Shell Crab  - Shuizhu Fish (this one is for hardcore Sichuan food fans, I wouldn't recommend to my American friends as it's very spicy.",food,positive,3.0
"i've been to sapphire twice and both times the food was fine, if not good.",food,positive,3.0
Definite go if you're used to good Indian restaurant food from abroad.,food,positive,3.0
We go on Mondays for the prix fixe and our experience with the food has been comparable to Blue Ribbon.,food,neutral,2.0
love the food.,food,positive,3.0
"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.",food,negative,1.0
"The food is spectacular, from the appitizers to the main course, and then of course the desserts, (WOW) you'll need no more.",food,positive,3.0
We had the scallops as an appetizer and they were delicious and the sauce was wonderful.,food,positive,3.0
Dakshin is one of the few affordable and tasty Indian restaurant in the upper east side.,food,positive,3.0
The food is reliable and the price is moderate.,food,positive,3.0
"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity.",food,negative,1.0
Joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,food,positive,3.0
"Excellent dumplings served amid clean, chic decor.",food,positive,3.0
The food at this place is 'gourmet' Indian cuisine.,food,neutral,2.0
While the food was good (certainly no Il Mulino) the service was horrendous.,food,positive,3.0
"Pizza is terrific, as is homemade pasta.",food,positive,3.0
"Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!",food,positive,3.0
"try the spicy shrimp appetizer (again, not the greatest value in the world but worth the price) and the lamb vindaloo is great.",food,positive,3.0
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.,food,positive,3.0
"Even upon delivery, their juicy pork buns are quite good . .",food,positive,3.0
Nothing fancy but really good food with pretty reasonable price.,food,positive,3.0
Great pizza and fantastic service.,food,positive,3.0
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,food,positive,3.0
"Hopefully next time, I will save room for dessert.",food,neutral,2.0
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,food,positive,3.0
"The burger was great, also.",food,positive,3.0
"Not only is the cuisine the best around, the service has always been attentive and charming.",food,positive,3.0
We were disappointed with the pre-fixe menu of only 2 choices per course (other restaurants offer 3 choices) and ended up ordering a la carte.,food,negative,1.0
"The Thali was small, thoroughly unremarkable, and $14.95.",food,negative,1.0
"I've been to this restaurant more than a dozen times and when I'm craving for Pho, Lemon grass chicken or Beef Cube on rice, this is the place to go.",food,positive,3.0
But they've done a really nice job of offering all the typical pizzeria faves plus some terrific specials like the Godmother pizza (a sort of traditional flat pizza with an olive oil-brushed crust and less tomato sauce than usual).,food,positive,3.0
"My wife and I also enjoyed the spinach, the Shanghai low mein, and other attractions.",food,positive,3.0
The sauce on the pizza is sooo good with garlic and fresh tomatoes and they don't skimp.,food,positive,3.0
always fresh and delicious.,food,positive,3.0
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.,food,positive,3.0
I've been coming here as a child and always come back for the taste.,food,positive,3.0
"I am not a vegetarian but, almost all the dishes were great.",food,positive,3.0
With the theater 2 blocks away we had a delicious meal in a beautiful room.,food,positive,3.0
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",food,positive,3.0
I ordered a Chicken Teriyaki dish and found that the chicken was extremely dry.,food,negative,1.0
The appetizers are just OK and the main courses were decidedly subpar.,food,negative,1.0
"My husband and I both ordered the Steak, medium.",food,neutral,2.0
"You rarely have to wait for a seat and the currys (masaman, green, red) are full of flavor and come super spicy if you ask for it.",food,positive,3.0
Knowledge of the chef and the waitress are below average.,food,negative,1.0
"The red curry is weak and tasteless, the pad thai is stuck together and lumpy, the rice is often overcooked, and the seafood is pretty sketchy.",food,negative,1.0
Terrific menu full of unique rolls and special dishes.,food,positive,3.0
"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,positive,3.0
"Disappointing food, lousy service.",food,negative,1.0
Some baby pizzas get their wish.,food,neutral,2.0
"at taj, vegetarians can rejoice-all the dishes are manna from heaven.",food,positive,3.0
We thought that this place is using too much of MSG cooking in the foods.,food,negative,1.0
"As much as I like the food there, I can't bring myself to go back.",food,positive,3.0
"If you love seafood, you would love this place!",food,positive,3.0
Pastrami or corned beef are juicy and piled high (ask for extra rye bread).,food,positive,3.0
I have been about 4 times and have always had a great meal.,food,positive,3.0
"The calamari comes with an incredible sauce, and the duck noodles are yummy as well.",food,positive,3.0
The barebecued salmon is elegantly spiced and not at all dry.,food,positive,3.0
"Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .",food,positive,3.0
But the main hit was the whole grilled fish.,food,positive,3.0
We've been to Grocery three times and not once has an item on the menu disappointed.,food,positive,3.0
Pizza was a little soggy.,food,negative,1.0
"If you want a casual neighborhood bistro that has great food and excellent service, this is the place.",food,positive,3.0
"While the room is not particularly comfortable, once you're seated you'll forget about everything except what's on your plate.",food,positive,3.0
"The food was delicious, the atmosphere was relaxed, and we have now adopted Plate 347 as our Secret on Second!",food,positive,3.0
The food was very expensive (we spent $160 for lunch for two) but extremely tasty.,food,positive,3.0
Price and quality of fish alone will keep us from making a return visit.,food,negative,1.0
The waitress was very patient with us and the food is phenomenal!,food,positive,3.0
The hot dogs were cold in the middle and the buns were stale.,food,negative,1.0
"I recommend the garlic shrimp, okra (bindi), and anything with lamb.",food,positive,3.0
"No refills on fountain drinks, though.",food,negative,1.0
"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu.",food,positive,3.0
The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.,food,positive,3.0
The food was well prepared and the service impecable.,food,positive,3.0
The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,food,positive,3.0
Excellent lunch buffet for only $6.95.,food,positive,3.0
If you like spicy food get the chicken vindaloo.,food,positive,3.0
"I must warn the reader that the portions sizes are very small (especially the appetizers), so if you plan to eat until you are full and do not intend to order the chef's special tasting menu, prepare to order and pay for an appetizer (1 dish for each person because the portions are not for sharing), a main entree, and the cold udon at the end of the meal.",food,negative,1.0
My chow fun and chow see was really bland and oily.,food,negative,1.0
Consistently good Japanese Tapas.,food,positive,3.0
And really large portions.,food,positive,3.0
"Great food at REASONABLE prices, makes for an evening that can't be beat!",food,positive,3.0
"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!",food,positive,3.0
Frites were delicious if a bit on the thick side.,food,positive,3.0
We were fans of the half-price Saturday night option until some inedible squid during a recent visit.,food,negative,1.0
From the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender langostine entree to a dessert that I can't remember because of the fabulous Cakebread Cabernet we were drinking -- the whole evening was amazing.,food,positive,3.0
The duck confit is always amazing and the foie gras terrine with figs was out of this world.,food,positive,3.0
it's delicious!,food,positive,3.0
"The menu is Prix Fixe, so be prepared to spend at least $60 per person, but it is Well worth itsuperb food.",food,positive,3.0
The bar is very well stocked with interesting beers and well priced wines.,food,positive,3.0
Try sushimi cucumber roll.,food,positive,3.0
Try the green curry!!!,food,positive,3.0
even the wine by the glass was good.,food,positive,3.0
"My GF and I still choose to eat there a lot because of diverse cocktails, the chill decor, and the decent sushi.",food,positive,3.0
The soup for the udon was soy sauce and water.,food,negative,1.0
"All the appetizers and salads were fabulous, the steak was mouth watering and the pasta was delicious!!!",food,positive,3.0
Of course the reason its so packed is because the food is so delicious!,food,positive,3.0
By far this is the only chinese desserts place I know in NY or anywhere close in the Northeastern America that serves desserts with frog jelly in a couple of varieties and pig feet ginger simmered in black vinegar.,food,positive,3.0
The fries are yummy.,food,positive,3.0
Mizu is home to creative and unique rolls not to found anywhere else.,food,positive,3.0
"my personal favorite is an everything bagel with lox spread, but all the bagles are unbeliavably good.",food,positive,3.0
"The staff makes you feel at home, the food is great and the atmosphere is WONDERFUL!",food,positive,3.0
Should you happen to be impressed by the cuisine definitely try it.,food,positive,3.0
The food is delicious and beautifully prepared along with the friendly and personable service.,food,positive,3.0
The food always tastes fresh and served promptly.,food,positive,3.0
"Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.",food,positive,3.0
The sicilian is my favorite it is moist not dry like most places but all their pizza is great!,food,positive,3.0
kalbi and nebbiolo do work together.,food,neutral,2.0
"So if you want a nice, enjoyable meal at Montparnasse, go early for the pre-theater prix-fixe.",food,positive,3.0
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),food,positive,3.0
Authentic Pakistani food.,food,positive,3.0
"Though the Spider Roll may look like a challenge to eat, with soft shell crab hanging out of the roll, it is well worth the price you pay for them.",food,positive,3.0
The waitress suggested glasses of wine that went very well with the food.,food,positive,3.0
"I asked for seltzer with lime, no ice.",food,neutral,2.0
The quality of food at this restaurant accompanied  by fantastic live jazz makes this place a perfect 10!,food,positive,3.0
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food,negative,1.0
The rice to fish ration was also good--they didn't try to overpack the rice.,food,positive,3.0
The grilled cheese at home afterwards was better.!!,food,negative,1.0
I've never had bad service and the fish is fresh and delicious.,food,positive,3.0
The Singapore Mai Fun had NO curry flavor whatsoever.,food,negative,1.0
"this is the best secret place in midtown', I heard that from the bartender, after having brilliant food ( try steak with portobello mushrooms) and drinks on the bar last Tuesday.",food,positive,3.0
Ingredients are organic which is a real plus for me.,food,positive,3.0
"My husband had the mesclun, salmon, and ice cream and he enjoyed all 3 courses.",food,positive,3.0
The exotic food is beautifully presented and is a delight in delicious combinations.,food,positive,3.0
The 'kamasutra' and 'bombay cosmopolitan' are excellent and will have you tipsy in no time.,food,positive,3.0
"But, nothing stands out about the cooking.",food,neutral,2.0
"If the omakase is to showcase technique and variety, serving almost 40% of items BBQ-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance.",food,negative,1.0
No gimmicks here -- the food speaks for itself in its freshness and preparation.,food,positive,3.0
"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,negative,1.0
"Order the panang duck, it's fantastic.",food,positive,3.0
Very good wine choices.,food,positive,3.0
I ordered the crab cocktail and it was soaked in a lime juice concoction where all you could taste was the lime.,food,negative,1.0
"Tasty steak, pork loin, the works.",food,positive,3.0
"Bagels are ok, but be sure not to make any special requests!",food,neutral,2.0
"The food is good, especially their more basic dishes, and the drinks are delicious.",food,positive,3.0
"The food was just OK, at least for what food was available.",food,negative,1.0
The cream cheeses are out of this world and I love that coffee!!,food,positive,3.0
"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.",food,positive,3.0
