text,AC,ACP,label
That's why you have to pay more for that.,anecdotes/miscellaneous,neutral,2
I have been to Casimir over 5 times and I have always had a great time there.,anecdotes/miscellaneous,positive,3
It appears to be the owner's first venture and it shows.,anecdotes/miscellaneous,negative,1
"I am a 100 lb girl, had a glass of wine and a glass of beer prior to the dinner, and I was still HUNGRY after my visit to this place!",anecdotes/miscellaneous,negative,1
I noted it was crossed off on the bill.,anecdotes/miscellaneous,neutral,2
After passing by this restaurant for sometime I finally decided to go in and have dinner.,anecdotes/miscellaneous,neutral,2
"But on a lazy Saturday night, we ended up going.",anecdotes/miscellaneous,neutral,2
"If that's a problem, go to McDonald's and destroy your insides.",anecdotes/miscellaneous,negative,1
Went inside and I started to get excited.,anecdotes/miscellaneous,positive,3
Took my sister here before attending a show one evening.,anecdotes/miscellaneous,neutral,2
please don't fool us.,anecdotes/miscellaneous,negative,1
I do suggest to ask to be seated upstairs if you are looking to be a little cozy.,anecdotes/miscellaneous,neutral,2
A wonderful place!,anecdotes/miscellaneous,positive,3
Go for it!,anecdotes/miscellaneous,positive,3
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,anecdotes/miscellaneous,neutral,2
Don't go.,anecdotes/miscellaneous,negative,1
We got most of it back at home with us.,anecdotes/miscellaneous,neutral,2
keep up the good work.,anecdotes/miscellaneous,positive,3
We ran a little late for the reservation but it wasn't a problem to get our table immediately.,anecdotes/miscellaneous,neutral,2
Every time in New York I make it a point to visit Restaurant Saul on Smith Street.,anecdotes/miscellaneous,positive,3
Save yourself the time and trouble and skip this one!,anecdotes/miscellaneous,negative,1
Tends to turn people away.,anecdotes/miscellaneous,negative,1
I will definetly be going back.,anecdotes/miscellaneous,positive,3
"When I arrived at Orsay I was thrown back, in a veyr good sense.",anecdotes/miscellaneous,positive,3
I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,anecdotes/miscellaneous,positive,3
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",anecdotes/miscellaneous,neutral,2
I have been going back again and again.,anecdotes/miscellaneous,positive,3
Go only if you are already in the neighborhood and don't want to bother going farther for a better place.,anecdotes/miscellaneous,negative,1
Thank You Emilio.,anecdotes/miscellaneous,positive,3
It's to die for!,anecdotes/miscellaneous,positive,3
20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other.,anecdotes/miscellaneous,positive,3
brick oven gallery is My pick for best pizza restaurant anywhere.,anecdotes/miscellaneous,positive,3
"We have tried every Thai restaurant between Atlantic Avenue and 4th Streets, and Joya is the best.",anecdotes/miscellaneous,positive,3
Nice find.,anecdotes/miscellaneous,positive,3
I for one will never patronize them again.,anecdotes/miscellaneous,negative,1
enough said!,anecdotes/miscellaneous,neutral,2
My wife and I went to Orsay for Valentine's dinner.,anecdotes/miscellaneous,neutral,2
I was there on sat.,anecdotes/miscellaneous,neutral,2
I will never visit this restaurant again.,anecdotes/miscellaneous,negative,1
Finally!,anecdotes/miscellaneous,positive,3
Haru on Park S is simply disgusting.,anecdotes/miscellaneous,negative,1
"Place should also have a 1,2,3 chili rating to be more authentic...",anecdotes/miscellaneous,neutral,2
We were very pleasantly surprised.,anecdotes/miscellaneous,positive,3
I've been living in the Columbia University area for about 10 years with 3 kids - now in their teens.,anecdotes/miscellaneous,neutral,2
The problem is just that-it is a sometimes kind of affair.,anecdotes/miscellaneous,neutral,2
I try my best to give an accurate description of any establishment visited.,anecdotes/miscellaneous,neutral,2
Highly recommended to all!,anecdotes/miscellaneous,positive,3
"Have eaten at Ginger House several times, and it's always good.",anecdotes/miscellaneous,positive,3
"For asian fusion, there are many places further downtown.",anecdotes/miscellaneous,neutral,2
I would defiantly come back here again as one of my top choices.,anecdotes/miscellaneous,positive,3
This place is greatly welcome in the desolate little strip between the Prospect Expressway and Greenwood Cemetery - a wasteland we like to call The Sliv.,anecdotes/miscellaneous,positive,3
Amma is nothing special.,anecdotes/miscellaneous,negative,1
yourself a favor and have dinner here and see if you dont agree with me.,anecdotes/miscellaneous,positive,3
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.,anecdotes/miscellaneous,neutral,2
Made my dining experience uncomfortable.,anecdotes/miscellaneous,negative,1
I came into the city to try out this restaurant because a friend had recommended it to my husband.,anecdotes/miscellaneous,neutral,2
I am going to the mid town location next.,anecdotes/miscellaneous,neutral,2
It hits the spot every time,anecdotes/miscellaneous,positive,3
We come from New Jersey to eat at Kinoko.,anecdotes/miscellaneous,neutral,2
This restaurant is such a great place.,anecdotes/miscellaneous,positive,3
"While the new restaurant still features much of the same classical furniture that made Tiffin so attractive, the menu has been overhauled.",anecdotes/miscellaneous,neutral,2
"Overall, the ingredients and technique are there and I am encouraged enough to return at lunch or dinner to see whether the boldness of the flavour palette improves.",anecdotes/miscellaneous,positive,3
"This is my fourth try over a two year period, and I'm done.",anecdotes/miscellaneous,negative,1
Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,anecdotes/miscellaneous,positive,3
"After being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",anecdotes/miscellaneous,negative,1
You won't find that anywhere in Manhattan.,anecdotes/miscellaneous,positive,3
"I love Ess-a-bagel, but I live on the west side, so I often go to Murray's for convenience.",anecdotes/miscellaneous,positive,3
"Good to find a restaurant where the owners have some imagination and they have actually pulled it off, like in this case.",anecdotes/miscellaneous,positive,3
for my birthday and we had an excellent time.,anecdotes/miscellaneous,positive,3
IT IS DEFINITELY SPECIAL AND AFFORDABLE.,anecdotes/miscellaneous,positive,3
Enjoy!!!,anecdotes/miscellaneous,positive,3
"If we were to move from the upper east side, we would genuinely miss this restaurant.",anecdotes/miscellaneous,positive,3
THE BEST PLACE TO BRING KIDS OR ANY FRIENDS WHO WANT TO DO SOMETHING DIFFERENT.,anecdotes/miscellaneous,positive,3
I really liked this place.,anecdotes/miscellaneous,positive,3
What a great place!,anecdotes/miscellaneous,positive,3
Get the feeling they settled into a groove a while ago.,anecdotes/miscellaneous,neutral,2
I am a die hard peep lover.,anecdotes/miscellaneous,positive,3
So rude.,anecdotes/miscellaneous,negative,1
Tuk Tuk is my second favorite neighborhood Thai place (the first being Joya).,anecdotes/miscellaneous,positive,3
Oh yeah ever on the west side try there sister resturant Arties Cafe.,anecdotes/miscellaneous,positive,3
I loved this place!!,anecdotes/miscellaneous,positive,3
"Our teenage kids love it, too.",anecdotes/miscellaneous,positive,3
"As there were so many to choose from we wandered up and down the street looking in the windows and such noticicing many empty seats ,except at Taj Mahal.",anecdotes/miscellaneous,neutral,2
I pray it stays open forever.,anecdotes/miscellaneous,positive,3
I go and eat out at many different restaurants and this is one place you have go and try.,anecdotes/miscellaneous,positive,3
My roommate and I LOVE this place.,anecdotes/miscellaneous,positive,3
Bon appettite!!,anecdotes/miscellaneous,positive,3
IT IS WHAT MODERN CUISINE IS ALL ABOUT.,anecdotes/miscellaneous,positive,3
"As a retired hipster, I can say with some degree of certainty that for the last year Lucky Strike has been the best laid-back late night in the city.",anecdotes/miscellaneous,positive,3
P.S. Please don't tell anyone in my family i eat there.,anecdotes/miscellaneous,neutral,2
but still my date was bad,anecdotes/miscellaneous,negative,1
I'm happy to have Nosh in the neighborhood and the food is very comforting.,anecdotes/miscellaneous,positive,3
Another welcome addition to the neighborhood.,anecdotes/miscellaneous,positive,3
This was on a Tuesday night.,anecdotes/miscellaneous,neutral,2
Will go back but only sate those homesick stomach cravings!,anecdotes/miscellaneous,positive,3
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",anecdotes/miscellaneous,neutral,2
"This is a great place to take out-of-towners, and perfect for watching the sunset.",anecdotes/miscellaneous,positive,3
"When we arrived at 6:00 PM, the restaurant was practically empty.",anecdotes/miscellaneous,neutral,2
"Overall, excellent restaurant!",anecdotes/miscellaneous,positive,3
Katz's has been a NYC original for over 100 years.,anecdotes/miscellaneous,positive,3
I LOVED THE SHOWS.,anecdotes/miscellaneous,positive,3
I have lived in NY for many years and have dined at many restaraunts.,anecdotes/miscellaneous,neutral,2
"I would never wait for a table to eat, it just is not THAT great.",anecdotes/miscellaneous,negative,1
Love Pizza 33..,anecdotes/miscellaneous,positive,3
I wish they had one near my office- I would go everyday.,anecdotes/miscellaneous,positive,3
And evaluated on those terms Pastis is simply wonderful.,anecdotes/miscellaneous,positive,3
I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,anecdotes/miscellaneous,neutral,2
Don't go there!,anecdotes/miscellaneous,negative,1
A friend from Seattle and I went on a Thursday night around 8:30.,anecdotes/miscellaneous,neutral,2
"We liked it so much, that we will always make it a point to dine here when we visit New York.",anecdotes/miscellaneous,positive,3
"It's usually packed for good reason, esp.",anecdotes/miscellaneous,neutral,2
"Same owner as the guy who owns Typhoon, which is just down the street on St. Marks and 1st Ave.",anecdotes/miscellaneous,neutral,2
I've been there three times and have always had wonderful experiences.,anecdotes/miscellaneous,positive,3
"I wasn't thrilled to have to wait on line for thirty minutes, but I guess that's the price you pay for a popular place.",anecdotes/miscellaneous,neutral,2
Go with a group of friends and you will have a great time.,anecdotes/miscellaneous,positive,3
My friends and I came across this place while walking in the village.,anecdotes/miscellaneous,neutral,2
"Besides, we were on vacation!",anecdotes/miscellaneous,neutral,2
Stumbled upon this gem of a pizza place and I will be going back frequently.,anecdotes/miscellaneous,positive,3
"Rao is a good restaurant, but it's nothing special.",anecdotes/miscellaneous,neutral,2
Turned out there was full service upstairs and sat down.,anecdotes/miscellaneous,neutral,2
"When going out for a nice dinner, I like a nice ambiance as well as very good food.",anecdotes/miscellaneous,neutral,2
Went here on a friend's reccomendation.,anecdotes/miscellaneous,neutral,2
so i thought why not change it up a bit.,anecdotes/miscellaneous,neutral,2
My friends and I have been going here regularly for two years.,anecdotes/miscellaneous,neutral,2
It was so bad I actually refused to pay for my food.,anecdotes/miscellaneous,negative,1
"Out of the hundreds of Italian restaurants in Queens, this is among the best.",anecdotes/miscellaneous,positive,3
I loved it and would HIGHLY RECOMMEND.,anecdotes/miscellaneous,positive,3
"Last memorial day, I tried to make reservations but was told they were closed that weekend (interesting, but...).",anecdotes/miscellaneous,negative,1
Great find!!!,anecdotes/miscellaneous,positive,3
For an untrendy rip-off- eat here.,anecdotes/miscellaneous,negative,1
I have never before eaten 40 pieces of relatively good nigiri.,anecdotes/miscellaneous,neutral,2
It is not a place for tourists or someone who has never dined in Bay Ridge.,anecdotes/miscellaneous,neutral,2
I ate here for the first time and absolutely loved it!,anecdotes/miscellaneous,positive,3
Highly recommended.,anecdotes/miscellaneous,positive,3
"Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.",anecdotes/miscellaneous,negative,1
Definitely Highly NOT recommended.,anecdotes/miscellaneous,negative,1
We were walking around the village and went into this place just for some drinks.,anecdotes/miscellaneous,neutral,2
I thought this place was totally overrated.,anecdotes/miscellaneous,negative,1
Was there Friday night.,anecdotes/miscellaneous,neutral,2
"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",anecdotes/miscellaneous,negative,1
Another great place to take out-of-towners!,anecdotes/miscellaneous,positive,3
Will not be back.,anecdotes/miscellaneous,negative,1
Jimmy is Dominican!,anecdotes/miscellaneous,neutral,2
"Going to Volare is like going to your favorite aunt's house for dinner, assuming that your aunt is a great Italian cook.",anecdotes/miscellaneous,positive,3
"Skip this restaurant, it's a big disappointment.",anecdotes/miscellaneous,negative,1
If you've ever been along the river in Weehawken you have an idea of the top of view the chart house has to offer.,anecdotes/miscellaneous,neutral,2
As soon as I wake up on a saturday or sunday it is the first thing on my mind is when and how I will be getting to fried dumpling.,anecdotes/miscellaneous,positive,3
It was wonderful.,anecdotes/miscellaneous,positive,3
"Perhaps it was an off night, but it was suprisingly average for a 9.3 rating.",anecdotes/miscellaneous,negative,1
It's somewhere you can eat and be happy.,anecdotes/miscellaneous,positive,3
We actually left hungry and went across the street to Wo Hop at 15 Mott street for some good chinese food.,anecdotes/miscellaneous,negative,1
"I have been here a few times for dinner, once for brunch and twice for lunch.",anecdotes/miscellaneous,neutral,2
"My husband and I both ordered the Steak, medium.",anecdotes/miscellaneous,neutral,2
Wondering who had the best deals we noticed a line had formed to wait for this one particular establishment.,anecdotes/miscellaneous,neutral,2
"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",anecdotes/miscellaneous,positive,3
HIGHLY RECOMMENDED!!!!!,anecdotes/miscellaneous,positive,3
"This restaurant is not worth the time, effort, or money to say the least.",anecdotes/miscellaneous,negative,1
"The production is a symphony, alot of fun to experience.The food sublime for the most part.",anecdotes/miscellaneous,positive,3
Nothing special about this place.,anecdotes/miscellaneous,neutral,2
Don't leave without trying One Night in Tokyo.,anecdotes/miscellaneous,positive,3
We visited Orsay during NY Restaurant Week and tried their $35 menu.,anecdotes/miscellaneous,neutral,2
I go at least 3 times a month and have never been disappointed.,anecdotes/miscellaneous,positive,3
A great way to make some money is to buy a case of snapple from Costco and sell it right outside for only $2.50.,anecdotes/miscellaneous,neutral,2
There's something smooth about sipping sake upper east side style.,anecdotes/miscellaneous,positive,3
But I'd go back,anecdotes/miscellaneous,positive,3
they live up to the thai way of living.,anecdotes/miscellaneous,neutral,2
"Based on a visit a month ago, I returned the week before Christmas and was hugely disappointed.",anecdotes/miscellaneous,negative,1
Ive been here so many times the waiters know my name.,anecdotes/miscellaneous,neutral,2
"Based on the reviews on here, it appears that the restaurant is overwhelmed after the 7 PM.",anecdotes/miscellaneous,neutral,2
"Okay, so I never write but there doesn't seem to fair balance of positive to negative reviews concerning Green Bo and it's time to speak up - I live in Chinatown.",anecdotes/miscellaneous,neutral,2
I would highly recommend this place to anyone who is looking for a fine Indian dining experience that is definitely a value for your dollar.,anecdotes/miscellaneous,positive,3
I have tried literally every restaurant on curry row.,anecdotes/miscellaneous,neutral,2
"A great addition to Smith Street: finally, a place that's not pretentious and filled with women wearing Ugg boots.",anecdotes/miscellaneous,positive,3
"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio).",anecdotes/miscellaneous,positive,3
This is the best thing in Soho.,anecdotes/miscellaneous,positive,3
There are much better places in NY with better prices.,anecdotes/miscellaneous,negative,1
Look foward to trying the Ruben upon returning.,anecdotes/miscellaneous,positive,3
Open late (well as late as I ever got there and I'm a night person),anecdotes/miscellaneous,positive,3
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,anecdotes/miscellaneous,positive,3
A one women show!,anecdotes/miscellaneous,neutral,2
"I will have to say, this Bengali Fast Food joint is clearly my favorite.",anecdotes/miscellaneous,positive,3
I was pleasantly surprised to find this gem in Hoboken.,anecdotes/miscellaneous,positive,3
"Just remember, the later you go, the longer you may have to wait.",anecdotes/miscellaneous,neutral,2
I've been to Joya twice and I will never go again.,anecdotes/miscellaneous,negative,1
"Please take my advice, go and try this place.",anecdotes/miscellaneous,positive,3
We thought this a prelude to what the evening will be like.,anecdotes/miscellaneous,neutral,2
Don't look down your nose at me like that...,anecdotes/miscellaneous,negative,1
"In fact, you can't miss it.",anecdotes/miscellaneous,positive,3
"Obviously the Chinese translation of this place does not mean Big Wong, it actually means Great Prosperity.",anecdotes/miscellaneous,neutral,2
Chennai Garden is my favorite Indian restaurant in the city.,anecdotes/miscellaneous,positive,3
"We were on our way back to NJ, and since I am in NY, we figured why not grab some food?",anecdotes/miscellaneous,neutral,2
"Also good for client lunch meetings, esp.",anecdotes/miscellaneous,positive,3
A defitely must visit.,anecdotes/miscellaneous,positive,3
I would go back.,anecdotes/miscellaneous,positive,3
I know because I live nearby.,anecdotes/miscellaneous,neutral,2
I got enough reasons to keep coming back!!!,anecdotes/miscellaneous,positive,3
Deff recimmend Bukhara they also have opened two new locations guess ill try them out.,anecdotes/miscellaneous,positive,3
So some of the reviews here are accurate about the crowd and noise.,anecdotes/miscellaneous,neutral,2
This place must have cost the owners afortune to build.,anecdotes/miscellaneous,negative,1
"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",anecdotes/miscellaneous,positive,3
Overall A oh ya even though there is waiting it is deff worth it,anecdotes/miscellaneous,positive,3
for out-of-towners who will get a big thrill out of the location!,anecdotes/miscellaneous,positive,3
We weren't even at our table for more than an hour total.,anecdotes/miscellaneous,neutral,2
If you want something really different than try Jekyll and Hyde.,anecdotes/miscellaneous,positive,3
Is just the way it was in days gone by.,anecdotes/miscellaneous,neutral,2
"I went to Areo on a Sunday afternoon with four of my girlfriends, and spent three enjoyable hours there.",anecdotes/miscellaneous,positive,3
This is where the aforementioned line was.,anecdotes/miscellaneous,neutral,2
"I'm from sichuan, this is the restaurant I recommend going.",anecdotes/miscellaneous,positive,3
Our friends have not arrived yet.,anecdotes/miscellaneous,neutral,2
Just wish they'd expand.,anecdotes/miscellaneous,neutral,2
I would definently recommend this restaurant.,anecdotes/miscellaneous,positive,3
First of all Dal Bukhara Rocks.,anecdotes/miscellaneous,positive,3
And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,anecdotes/miscellaneous,positive,3
This is my favorite Italian restaurant in all of New York City.,anecdotes/miscellaneous,positive,3
I was glad I did.,anecdotes/miscellaneous,positive,3
"I've eaten thai many times, and am very familiar with the cuisine.",anecdotes/miscellaneous,neutral,2
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",anecdotes/miscellaneous,negative,1
HIGHLY RECOMMENDED for a first date.,anecdotes/miscellaneous,positive,3
"When I'm feeling stressed by the noise and congestion around my office, I head for Cafe St. Bart's.",anecdotes/miscellaneous,neutral,2
I'm told that it is open 24hrs which is good.,anecdotes/miscellaneous,positive,3
Avoid at all costs.,anecdotes/miscellaneous,negative,1
It was wonderful.,anecdotes/miscellaneous,positive,3
Give it a try and enjoy.,anecdotes/miscellaneous,positive,3
I highly recommend the Sophia pizza.,anecdotes/miscellaneous,positive,3
The restaraurant is very small so reservations are a must.,anecdotes/miscellaneous,neutral,2
"He always says, I don't have customers.",anecdotes/miscellaneous,neutral,2
Nice place though.,anecdotes/miscellaneous,positive,3
"and i have been around the block, to say the very least.",anecdotes/miscellaneous,neutral,2
Joe's Pizza used to have the best slice until this pizzeria opened up.,anecdotes/miscellaneous,positive,3
"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.",anecdotes/miscellaneous,positive,3
I've never been disappointed.,anecdotes/miscellaneous,positive,3
Excellent experience.,anecdotes/miscellaneous,positive,3
This is the perfect date spot for Williamsburg couples.,anecdotes/miscellaneous,positive,3
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,anecdotes/miscellaneous,positive,3
THe perfect spot.,anecdotes/miscellaneous,positive,3
I agree.,anecdotes/miscellaneous,neutral,2
This is also where I was from.,anecdotes/miscellaneous,neutral,2
"Been there, done that, and New York, it's not that big a deal.",anecdotes/miscellaneous,neutral,2
The worst excuse for Japanese food I've ever encountered.,anecdotes/miscellaneous,negative,1
Would definitely visit again.,anecdotes/miscellaneous,positive,3
One less manhattanite the better.,anecdotes/miscellaneous,neutral,2
What for?,anecdotes/miscellaneous,neutral,2
"Everything is delicious, though, my gf and I come here once a week sometimes- you will get addicted!",anecdotes/miscellaneous,positive,3
I have been coming to this neighborhood spot for years.,anecdotes/miscellaneous,neutral,2
"While the $20 entree range is not overly expensive, in New York City, there is definitely better food in that range, and so Sapphire, despite it's lovely atmosphere, will most likely not be a restaurant to which I will return.",anecdotes/miscellaneous,negative,1
My girlfriend convinced me to go in the other night for a quick bite.,anecdotes/miscellaneous,neutral,2
Boy was I wrong!,anecdotes/miscellaneous,neutral,2
I highly recommend to anyone to give this place a try.,anecdotes/miscellaneous,positive,3
NO PIZZA 33 for me!,anecdotes/miscellaneous,negative,1
"If you wrote a bad review, it's because you don't understand what Rao's is all about.",anecdotes/miscellaneous,positive,3
Another plus is most of the entrees are approx.,anecdotes/miscellaneous,positive,3
Tuk Tuk is one of the rare choices for me to go in Brooklyn.,anecdotes/miscellaneous,positive,3
I haven't been to the other locations.,anecdotes/miscellaneous,neutral,2
We usually go to the Chart House to celebrate a birthday or anniversary.,anecdotes/miscellaneous,neutral,2
Everything that happened was not even up to mediocre.,anecdotes/miscellaneous,negative,1
JUST AWSOME.,anecdotes/miscellaneous,positive,3
I recommend ordering in on a weeknight.,anecdotes/miscellaneous,positive,3
Would recommend this place as a good date spot if you don't want to drop a ton of cash.,anecdotes/miscellaneous,positive,3
This place is to be avoided.,anecdotes/miscellaneous,negative,1
The neighborhood was nice though so check out another restaurant instead.,anecdotes/miscellaneous,negative,1
My sister says it reminds her of a restaurant run by high-school students who don't know what they are doing.,anecdotes/miscellaneous,negative,1
"I am completely hooked on this place, it is ridiculous.",anecdotes/miscellaneous,positive,3
"Compared to other shabu restaurants around town, this places wins hands-down.",anecdotes/miscellaneous,positive,3
"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",anecdotes/miscellaneous,neutral,2
Recommended.,anecdotes/miscellaneous,positive,3
"I'm from England, and Haru's was the best I had in NYC.",anecdotes/miscellaneous,positive,3
"We all had the tasting menu and unlike some of the other reviews, I felt there was more than enough food.",anecdotes/miscellaneous,neutral,2
I am surprised to say the least and find such practice not worth the effort.,anecdotes/miscellaneous,negative,1
This is a great Thai restaurant with a very friendly staff.,anecdotes/miscellaneous,positive,3
Wonderful at holiday time.,anecdotes/miscellaneous,positive,3
They are located in the middle of Chinatown!,anecdotes/miscellaneous,neutral,2
i dont how this place is still running.,anecdotes/miscellaneous,negative,1
Thanks Bloom's for a lovely trip.,anecdotes/miscellaneous,positive,3
Everyone that has ever come here with me has become a convert and returned regularly with their own friends.,anecdotes/miscellaneous,positive,3
Something about them being busy with holiday party's.,anecdotes/miscellaneous,negative,1
I came to this restaurant expecting to be surprised but left bored and overcharged.,anecdotes/miscellaneous,negative,1
"But people from Sichuan will die for it)  - Chongqing Hot Pot, chongqing was the biggest city of Sichuan, now became an independent province.",anecdotes/miscellaneous,positive,3
"We picked it randomly, without a recommendation from someone who has been there, so we weren't sure what to expect.",anecdotes/miscellaneous,neutral,2
I've been to Naples 45 for dinner twice.,anecdotes/miscellaneous,neutral,2
"They don't concern much of customer's health, just want to make money.",anecdotes/miscellaneous,negative,1
"Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great!",anecdotes/miscellaneous,positive,3
"Hey, I think $2+ for a 5 block walk ain't bad.",anecdotes/miscellaneous,neutral,2
It's better than being on the roof of Sutton Place with 19 year old interns jabbing you in the ribs all night.,anecdotes/miscellaneous,positive,3
Mizu is the Japenese find in Grammercy.,anecdotes/miscellaneous,positive,3
I knew upon visiting NYC that I wanted to try an orginal deli.,anecdotes/miscellaneous,neutral,2
We left after one drink.,anecdotes/miscellaneous,neutral,2
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,anecdotes/miscellaneous,neutral,2
hmmm.,anecdotes/miscellaneous,neutral,2
"In such a crappy part of town to find a good value for lunch, this place is great.",anecdotes/miscellaneous,positive,3
This Thai restaurant is a couple blocks away from Sripraphai (another delicious Thai restaurant).,anecdotes/miscellaneous,neutral,2
Don't eat here unless you're starving for thai food and you work next door.,anecdotes/miscellaneous,negative,1
No plans to return anytime soon.,anecdotes/miscellaneous,negative,1
Just an odd group.,anecdotes/miscellaneous,neutral,2
If you are in the area try The Bagel Shoppe on 74th street which is 3 blocks away on 2nd Ave.,anecdotes/miscellaneous,positive,3
Everything is for sale in here including the sculptured iron statue on the table.,anecdotes/miscellaneous,neutral,2
"If you are a vegetarian, this really isn't a good place to go.",anecdotes/miscellaneous,negative,1
"However, it just so happens that there's an even more amazing place just down the street.",anecdotes/miscellaneous,positive,3
"As a long-time patron of Mamoun's, I always figured that I had found the best late night food spot in the city.",anecdotes/miscellaneous,positive,3
Coming from Boston this place is like Emma's Pizza in Kendall Square in Cambridge (although they have more funky toppings!),anecdotes/miscellaneous,neutral,2
We would return to this place again!,anecdotes/miscellaneous,positive,3
"Read all the other review, they'll confirm it.",anecdotes/miscellaneous,neutral,2
I've never felt more unwelcome than last month at Jimmy's Bronx Cafe.,anecdotes/miscellaneous,negative,1
Go hungry and enjoy.,anecdotes/miscellaneous,positive,3
"I'm no food critic, but I'd like to think I have a tiny bit of experience under my belt having lived in NY for the last 11 years.",anecdotes/miscellaneous,neutral,2
Had a late night dinner on a Saturday night.,anecdotes/miscellaneous,neutral,2
"I was a little leary about Mary's at first - it's small, crowded and you usually have to wait on line - but I'm glad I finally tried it.",anecdotes/miscellaneous,positive,3
Mermaid Inn is an overall good restaurant with really good seafood.,anecdotes/miscellaneous,positive,3
I recently went to this restaurant with some co-workers for lunch and had an amazing time.,anecdotes/miscellaneous,positive,3
Ciao Bella,anecdotes/miscellaneous,neutral,2
I just read Mocaramel's review and felt compelled to respond.,anecdotes/miscellaneous,neutral,2
we love th pink pony.,anecdotes/miscellaneous,positive,3
I thought I had died and gone to heaven.,anecdotes/miscellaneous,positive,3
We went to Ino for Valentines.,anecdotes/miscellaneous,neutral,2
The entire dining experience was wonderful!,anecdotes/miscellaneous,positive,3
Went for a late weekday lunch.,anecdotes/miscellaneous,neutral,2
"The place wasn't too hard to find, but it was kind of packed, as soon as my boyfriend and I got our food, the line reached the door.",anecdotes/miscellaneous,neutral,2
We were very disappointed.,anecdotes/miscellaneous,negative,1
I have to agree with the previous reviewer.,anecdotes/miscellaneous,neutral,2
I went there for lunch and it was not as good as I expected from the reviews I read.,anecdotes/miscellaneous,negative,1
"Conveniently located too, being right on Bedford ave.",anecdotes/miscellaneous,positive,3
This place is always packed.,anecdotes/miscellaneous,neutral,2
The only thing I could get attention from was one of at least two cats running around that kept batting at my table.,anecdotes/miscellaneous,negative,1
Bring your appetites.,anecdotes/miscellaneous,neutral,2
and we were thouroughly disapointed.,anecdotes/miscellaneous,negative,1
Its a great place for a casual date or to entertain clients for lunch.,anecdotes/miscellaneous,positive,3
Kudos to Po!,anecdotes/miscellaneous,positive,3
"Pricey, but worth a try, at least once.",anecdotes/miscellaneous,positive,3
"Unless you are eating in the Pizzeria side of this place, and are not in a rush, this place is a bad idea.",anecdotes/miscellaneous,negative,1
I keep my fingers crossed the whole subway ride hoping that there will be a table I can sit at by myself and not have to share with the rice congee soup people.,anecdotes/miscellaneous,neutral,2
It is so easy to get a reservation at a top place in NYC with a week's notice.,anecdotes/miscellaneous,positive,3
OU MUST TRY THIS RESTAURANT.,anecdotes/miscellaneous,positive,3
Probably would not go again...,anecdotes/miscellaneous,negative,1
"After a seafood craving, i checked citysearch and chose to go to Fish based on a previous review and the citysearch info.",anecdotes/miscellaneous,neutral,2
"However, it's not worth a special trip.",anecdotes/miscellaneous,negative,1
"after dining at B.O.G over twenty times now, its official !",anecdotes/miscellaneous,neutral,2
We bring in a party of ten or so every week.,anecdotes/miscellaneous,neutral,2
I wish they would change back to what it was before.,anecdotes/miscellaneous,negative,1
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,anecdotes/miscellaneous,negative,1
I was so sad to read the bad reviews this place got!,anecdotes/miscellaneous,negative,1
I don't get it either.,anecdotes/miscellaneous,negative,1
This place is so much fun.,anecdotes/miscellaneous,positive,3
"After reading the posts, I was always skeptical to go to The Minnow, despite living in Park Slope.",anecdotes/miscellaneous,neutral,2
It is the best hidden spot there and I rave about it to everyone.,anecdotes/miscellaneous,positive,3
I'll keep this short.,anecdotes/miscellaneous,neutral,2
I highly recommend the restaurant based on our experience last night.,anecdotes/miscellaneous,positive,3
I have been in many restaurants all over the city and Roth's Steakhouse has quickly become one of my favorites.,anecdotes/miscellaneous,positive,3
I love to visit Murrays for my bagel fix.,anecdotes/miscellaneous,positive,3
I must give it Yon out of Yon stars!,anecdotes/miscellaneous,positive,3
