text,AC,ACP,label
"THR AT MOSHPHERE IS COMPACT, MODERN, YET COZY.",ambience,positive,3
The aesthetics of this place are like an airport lounge.,ambience,negative,1
"This was the perfect quiet, relaxing, and delicious accompaniment to our afternoon of theater.",ambience,positive,3
Food was good and the view of the new york city skiline was terrific even on a foggy rainy day like that of when I went.,ambience,positive,3
"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",ambience,positive,3
Warm and friendly in the winter and terrific outdoor seating in the warmer months.,ambience,positive,3
"Looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",ambience,negative,1
"After dinner, take your date to the HUGE dance floor, probably one of the biggest you'll see in NY.",ambience,positive,3
A little crowded but they move that line really fast!,ambience,negative,1
In summer-eat outside on a terrace (another great feature of Suan)!!!,ambience,positive,3
The atmosphere is great!!!,ambience,positive,3
"Great food, great lay out and awesome service.",ambience,positive,3
Why do people rave about the ambience.,ambience,negative,1
Decor is charming.,ambience,positive,3
"Like others have said, don't expect the restaurant to make a nite out romantic for you and yes, a busy restaurant may require you to wait.",ambience,negative,1
"His wife Tanya, the hostess, completes the comforting atmosphere by being delightfully warm and gracious.",ambience,positive,3
It is kinda nosiy and the tables are close together but it's still a beautiful place to enjoy a nice dinner.,ambience,positive,3
"It is LOUD, HOT and DARK.",ambience,negative,1
I love the atmorphere @ peep!,ambience,positive,3
"Ambience is delightful, service impeccable.",ambience,positive,3
The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,ambience,positive,3
"The service, wine selection, ambiance are all outstanding and deserve recognition.",ambience,positive,3
"Even though I made the reservation at 3pm for the same night through Dinnerbroker, we were seated at a table with one of the best view!",ambience,positive,3
"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.",ambience,negative,1
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,ambience,positive,3
"The cafe itself was really nice with comfortable outdoor chairs and tables, but the service could have been better.",ambience,positive,3
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",ambience,positive,3
"Great vibe, lots of people.",ambience,positive,3
Decor leaves something to be desired.,ambience,negative,1
"It's a place for people who pay a lot for mediocre food, noise and a chance to be with their fellow bridge and tunnel folks.",ambience,negative,1
"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service.",ambience,positive,3
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",ambience,positive,3
Great people watching as others do the same to you.,ambience,positive,3
I must say the view of NYC is so beautiful!,ambience,positive,3
"The ambiance is minimal the food is not phenomenal, but some dishes are quite good, such as the eggplant parmesan, veal in carozza chicken saltimbocca.",ambience,positive,3
Our family never expected such incredible entertainment in a restaurant.,ambience,positive,3
"This is such a lovely, peaceful place to eat outside.",ambience,positive,3
"Interesting selection, good wines, service fine, fun decor.",ambience,positive,3
"To me it exemplifies Soho, cute, artsy, interesting.",ambience,positive,3
"Service is extraordinary, yet not overbearing, and the decor brings a taste of trendy SoHo into Queens.",ambience,positive,3
The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,ambience,positive,3
With the theater 2 blocks away we had a delicious meal in a beautiful room.,ambience,positive,3
"Oh yes, and if you are a fan of Indian oldies film stars, there are plenty of portraits of Indian actors and actresses in classic black white that adorn the walls, some of which, I would love to know where they obtained.",ambience,positive,3
